Entity,Code,Day,total_boosters_per_hundred
Scotland,,2021-10-26,11.01
Scotland,,2021-10-27,11.59
Scotland,,2021-10-28,12.14
Scotland,,2021-10-29,12.67
Scotland,,2021-10-30,13.2
Scotland,,2021-10-31,13.62
Scotland,,2021-11-03,15.71
Scotland,,2021-11-04,16.32
Scotland,,2021-11-05,16.93
Scotland,,2021-11-06,17.53
Scotland,,2021-11-07,18.05
Scotland,,2021-11-08,18.61
Scotland,,2021-11-09,19.22
Scotland,,2021-11-11,20.5
Scotland,,2021-11-12,21.07
Scotland,,2021-11-13,21.66
Scotland,,2021-11-14,22.11
Scotland,,2021-11-15,22.64
Scotland,,2021-11-16,23.23
Scotland,,2021-11-17,23.92
Scotland,,2021-11-18,24.57
Scotland,,2021-11-19,25.17
Scotland,,2021-11-20,25.77
Scotland,,2021-11-21,26.3
Scotland,,2021-11-22,26.88
Scotland,,2021-11-23,27.48
Scotland,,2021-11-24,28.09
Scotland,,2021-11-25,28.7
Scotland,,2021-11-26,29.25
Scotland,,2021-11-27,29.81
Scotland,,2021-11-28,30.36
Scotland,,2021-11-29,30.88
Scotland,,2021-11-30,31.51
Scotland,,2021-12-01,32.12
Scotland,,2021-12-02,32.76
Scotland,,2021-12-03,33.36
Scotland,,2021-12-04,34.02
Scotland,,2021-12-05,34.56
Scotland,,2021-12-06,35.17
Scotland,,2021-12-07,35.89
Scotland,,2021-12-08,36.61
Scotland,,2021-12-09,37.32
Scotland,,2021-12-10,37.98
Scotland,,2021-12-11,38.72
Scotland,,2021-12-13,40.25
Scotland,,2021-12-14,41.24
Scotland,,2021-12-15,42.33
Scotland,,2021-12-16,43.49
Scotland,,2021-12-17,44.58
Scotland,,2021-12-18,45.76
Scotland,,2021-12-19,46.86
Scotland,,2021-12-20,48.13
Scotland,,2021-12-21,49.56
Scotland,,2021-12-22,50.9
Scotland,,2021-12-23,51.99
Scotland,,2021-12-27,52.63
Scotland,,2021-12-28,53.09
Scotland,,2021-12-29,53.88
Scotland,,2021-12-30,54.51
Scotland,,2021-12-31,54.75
Scotland,,2022-01-01,54.75
Scotland,,2022-01-02,54.75
Scotland,,2022-01-03,55
Scotland,,2022-01-04,55.18
Scotland,,2022-01-05,55.65
Scotland,,2022-01-06,56.04
Scotland,,2022-01-07,56.39
Scotland,,2022-01-08,56.73
Scotland,,2022-01-09,56.99
Scotland,,2022-01-10,57.27
Scotland,,2022-01-11,57.55
Scotland,,2022-01-12,57.8
Scotland,,2022-01-13,58.02
Scotland,,2022-01-14,58.26
Scotland,,2022-01-15,58.47
Scotland,,2022-01-16,58.62
Scotland,,2022-01-17,58.8
Scotland,,2022-01-18,58.97
Scotland,,2022-01-19,59.11
Scotland,,2022-01-20,59.24
Scotland,,2022-01-21,59.38
Scotland,,2022-01-22,59.51
Scotland,,2022-01-23,59.61
Scotland,,2022-01-24,59.71
Scotland,,2022-01-25,59.82
Scotland,,2022-01-26,59.91
Scotland,,2022-01-27,60.01
Scotland,,2022-01-28,60.12
Scotland,,2022-01-29,60.21
Scotland,,2022-01-30,60.29
Scotland,,2022-01-31,60.36
Scotland,,2022-02-01,60.42
Scotland,,2022-02-02,60.5
Scotland,,2022-02-03,60.57
Scotland,,2022-02-04,60.64
Scotland,,2022-02-05,60.7
Scotland,,2022-02-06,60.74
Scotland,,2022-02-07,60.83
Scotland,,2022-02-08,60.9
Scotland,,2022-02-09,60.98
Scotland,,2022-02-10,61.07
Scotland,,2022-02-11,61.19
Scotland,,2022-02-12,61.27
Scotland,,2022-02-13,61.33
Scotland,,2022-02-14,61.45
Scotland,,2022-02-15,61.58
Scotland,,2022-02-16,61.68
Scotland,,2022-02-17,61.8
Scotland,,2022-02-18,61.92
Scotland,,2022-02-19,62.03
Scotland,,2022-02-20,62.15
Scotland,,2022-02-21,62.28
Scotland,,2022-02-22,62.4
Scotland,,2022-02-23,62.49
Scotland,,2022-02-24,62.57
Scotland,,2022-02-25,62.66
Scotland,,2022-02-26,62.72
Scotland,,2022-02-27,62.77
Scotland,,2022-02-28,62.83
Scotland,,2022-03-01,62.89
Scotland,,2022-03-02,62.94
Scotland,,2022-03-03,63
Scotland,,2022-03-04,63.05
Scotland,,2022-03-05,63.1
Scotland,,2022-03-06,63.14
Scotland,,2022-03-07,63.19
Scotland,,2022-03-08,63.25
Scotland,,2022-03-09,63.28
Scotland,,2022-03-10,63.32
Scotland,,2022-03-23,63.66
Scotland,,2022-03-24,63.69
Scotland,,2022-03-25,63.71
Scotland,,2022-03-26,63.72
Scotland,,2022-03-27,63.73
Scotland,,2022-03-28,63.76
Scotland,,2022-03-29,63.78
Scotland,,2022-03-30,63.8
Scotland,,2022-03-31,63.82
Scotland,,2022-04-01,63.84
Scotland,,2022-04-02,63.86
Scotland,,2022-04-03,63.87
Scotland,,2022-04-04,63.89
Scotland,,2022-04-05,63.9
Scotland,,2022-04-06,63.93
Scotland,,2022-04-07,63.95
Scotland,,2022-04-08,63.97
Scotland,,2022-04-09,63.98
Scotland,,2022-04-10,64
Scotland,,2022-04-11,64.02
Scotland,,2022-04-12,64.05
Scotland,,2022-04-13,64.07
Scotland,,2022-04-14,64.09
Scotland,,2022-04-15,64.11
Scotland,,2022-04-16,64.12
Scotland,,2022-04-17,64.13
Scotland,,2022-04-18,64.14
Scotland,,2022-04-19,64.16
Scotland,,2022-04-20,64.18
Scotland,,2022-04-21,64.2
Scotland,,2022-04-22,64.22
Scotland,,2022-04-23,64.24
Scotland,,2022-04-24,64.25
Scotland,,2022-04-25,64.27
Scotland,,2022-04-26,64.29
Scotland,,2022-04-27,64.31
Scotland,,2022-04-28,64.33
Scotland,,2022-04-29,64.35
Scotland,,2022-04-30,64.37
Scotland,,2022-05-01,64.38
Scotland,,2022-05-02,64.39
Scotland,,2022-05-03,64.41
Scotland,,2022-05-04,64.43
Scotland,,2022-05-05,64.44
Scotland,,2022-05-06,64.47
Scotland,,2022-05-07,64.49
Scotland,,2022-05-08,64.5
Scotland,,2022-05-09,64.53
Scotland,,2022-05-10,64.55
Scotland,,2022-05-11,64.57
Scotland,,2022-05-12,64.59
Scotland,,2022-05-13,64.61
Scotland,,2022-05-14,64.63
Scotland,,2022-05-15,64.64
Scotland,,2022-05-16,64.66
Scotland,,2022-05-17,64.68
Scotland,,2022-05-18,64.69
Scotland,,2022-05-19,64.71
Scotland,,2022-05-20,64.72
Scotland,,2022-05-21,64.74
Scotland,,2022-05-22,64.76
Senegal,SEN,2022-03-15,0.02
Senegal,SEN,2022-04-26,0.04
Senegal,SEN,2022-05-08,0.04
Senegal,SEN,2022-05-15,0.04
Senegal,SEN,2022-05-22,0.04
Serbia,SRB,2021-08-17,0.02
Serbia,SRB,2021-08-18,0.05
Serbia,SRB,2021-08-19,0.15
Serbia,SRB,2021-08-22,0.42
Serbia,SRB,2021-08-23,0.66
Serbia,SRB,2021-08-24,0.93
Serbia,SRB,2021-08-25,1.18
Serbia,SRB,2021-08-26,1.46
Serbia,SRB,2021-08-28,1.89
Serbia,SRB,2021-08-29,1.94
Serbia,SRB,2021-08-30,2.26
Serbia,SRB,2021-09-01,2.79
Serbia,SRB,2021-09-02,3.03
Serbia,SRB,2021-09-05,3.41
Serbia,SRB,2021-09-06,3.67
Serbia,SRB,2021-09-07,3.92
Serbia,SRB,2021-09-08,4.13
Serbia,SRB,2021-09-09,4.33
Serbia,SRB,2021-09-12,4.7
Serbia,SRB,2021-09-14,5.21
Serbia,SRB,2021-09-16,5.73
Serbia,SRB,2021-09-18,6.08
Serbia,SRB,2021-09-19,6.13
Serbia,SRB,2021-09-21,6.64
Serbia,SRB,2021-09-22,6.82
Serbia,SRB,2021-09-23,6.99
Serbia,SRB,2021-09-24,7.18
Serbia,SRB,2021-09-26,7.31
Serbia,SRB,2021-09-28,7.72
Serbia,SRB,2021-09-29,7.9
Serbia,SRB,2021-09-30,8.08
Serbia,SRB,2021-10-02,8.5
Serbia,SRB,2021-10-05,9.18
Serbia,SRB,2021-10-06,9.45
Serbia,SRB,2021-10-07,9.68
Serbia,SRB,2021-10-12,9.9
Serbia,SRB,2021-10-19,10.3
Serbia,SRB,2021-10-23,12.33
Serbia,SRB,2021-10-24,12.4
Serbia,SRB,2021-10-26,12.87
Serbia,SRB,2021-10-29,13.61
Serbia,SRB,2021-10-30,13.8
Serbia,SRB,2021-11-01,14.21
Serbia,SRB,2021-11-02,14.51
Serbia,SRB,2021-11-03,14.83
Serbia,SRB,2021-11-05,15.46
Serbia,SRB,2021-11-07,15.76
Serbia,SRB,2021-11-08,16.18
Serbia,SRB,2021-11-09,16.56
Serbia,SRB,2021-11-14,17.69
Serbia,SRB,2021-11-18,19.18
Serbia,SRB,2021-11-19,19.59
Serbia,SRB,2021-11-22,20.25
Serbia,SRB,2021-11-23,20.57
Serbia,SRB,2021-11-24,20.84
Serbia,SRB,2021-11-27,21.51
Serbia,SRB,2021-11-28,21.58
Serbia,SRB,2021-11-29,21.8
Serbia,SRB,2021-11-30,22.01
Serbia,SRB,2021-12-02,22.41
Serbia,SRB,2021-12-03,22.62
Serbia,SRB,2021-12-06,22.94
Serbia,SRB,2021-12-07,23.08
Serbia,SRB,2021-12-08,23.22
Serbia,SRB,2021-12-09,23.34
Serbia,SRB,2021-12-12,23.6
Serbia,SRB,2021-12-14,23.81
Serbia,SRB,2021-12-22,24.56
Serbia,SRB,2021-12-26,24.88
Serbia,SRB,2021-12-28,25.08
Serbia,SRB,2022-01-01,25.52
Serbia,SRB,2022-01-09,25.56
Serbia,SRB,2022-01-14,25.81
Serbia,SRB,2022-01-16,25.94
Serbia,SRB,2022-01-18,26.05
Serbia,SRB,2022-01-19,26.1
Serbia,SRB,2022-01-23,26.24
Serbia,SRB,2022-01-27,26.41
Serbia,SRB,2022-01-30,26.49
Serbia,SRB,2022-01-31,26.54
Serbia,SRB,2022-02-02,26.61
Serbia,SRB,2022-02-03,26.64
Serbia,SRB,2022-02-07,26.75
Serbia,SRB,2022-02-09,26.81
Serbia,SRB,2022-02-11,26.88
Serbia,SRB,2022-02-13,26.9
Serbia,SRB,2022-02-14,26.93
Serbia,SRB,2022-02-16,26.94
Serbia,SRB,2022-02-20,27.01
Serbia,SRB,2022-02-23,27.08
Serbia,SRB,2022-02-24,27.09
Serbia,SRB,2022-02-28,27.14
Serbia,SRB,2022-03-01,27.15
Serbia,SRB,2022-03-06,27.21
Serbia,SRB,2022-03-09,27.23
Serbia,SRB,2022-03-10,27.25
Serbia,SRB,2022-03-21,27.32
Serbia,SRB,2022-03-22,27.34
Serbia,SRB,2022-05-10,27.61
Serbia,SRB,2022-05-17,27.63
Serbia,SRB,2022-05-18,27.63
Serbia,SRB,2022-05-24,27.64
Serbia,SRB,2022-05-25,27.65
Serbia,SRB,2022-05-26,27.65
Seychelles,SYC,2022-02-17,28.05
Seychelles,SYC,2022-03-18,35.3
Seychelles,SYC,2022-03-29,35.7
Seychelles,SYC,2022-04-26,36.71
Seychelles,SYC,2022-05-08,36.71
Seychelles,SYC,2022-05-22,38.15
Sierra Leone,SLE,2022-03-15,0.03
Sierra Leone,SLE,2022-03-29,0.03
Sierra Leone,SLE,2022-04-26,0.07
Sierra Leone,SLE,2022-05-01,0.07
Sierra Leone,SLE,2022-05-22,0.09
Singapore,SGP,2021-07-18,0
Singapore,SGP,2021-07-22,0
Singapore,SGP,2021-07-26,0
Singapore,SGP,2021-07-30,0
Singapore,SGP,2021-08-02,0
Singapore,SGP,2021-08-05,0
Singapore,SGP,2021-08-07,0
Singapore,SGP,2021-08-08,0
Singapore,SGP,2021-08-09,0
Singapore,SGP,2021-08-10,0
Singapore,SGP,2021-08-11,0
Singapore,SGP,2021-08-12,0
Singapore,SGP,2021-08-13,0
Singapore,SGP,2021-08-17,0
Singapore,SGP,2021-08-21,0
Singapore,SGP,2021-08-22,0
Singapore,SGP,2021-08-23,0
Singapore,SGP,2021-08-27,0
Singapore,SGP,2021-08-28,0
Singapore,SGP,2021-08-30,0
Singapore,SGP,2021-09-01,0
Singapore,SGP,2021-09-04,0
Singapore,SGP,2021-09-07,0
Singapore,SGP,2021-09-08,0
Singapore,SGP,2021-09-09,0
Singapore,SGP,2021-09-10,0
Singapore,SGP,2021-09-13,0
Singapore,SGP,2021-09-14,0
Singapore,SGP,2021-09-15,0.09
Singapore,SGP,2021-09-16,0.15
Singapore,SGP,2021-09-17,0.31
Singapore,SGP,2021-09-18,0.55
Singapore,SGP,2021-09-19,0.7
Singapore,SGP,2021-09-20,0.93
Singapore,SGP,2021-09-21,1.08
Singapore,SGP,2021-09-22,1.37
Singapore,SGP,2021-09-23,1.68
Singapore,SGP,2021-09-24,2.12
Singapore,SGP,2021-09-25,2.53
Singapore,SGP,2021-09-26,2.81
Singapore,SGP,2021-09-27,3.23
Singapore,SGP,2021-09-28,3.68
Singapore,SGP,2021-09-29,4.06
Singapore,SGP,2021-09-30,4.45
Singapore,SGP,2021-10-01,4.85
Singapore,SGP,2021-10-02,5.25
Singapore,SGP,2021-10-03,5.6
Singapore,SGP,2021-10-04,6.01
Singapore,SGP,2021-10-05,6.39
Singapore,SGP,2021-10-06,6.68
Singapore,SGP,2021-10-07,6.95
Singapore,SGP,2021-10-08,7.34
Singapore,SGP,2021-10-09,7.7
Singapore,SGP,2021-10-10,8.18
Singapore,SGP,2021-10-11,8.68
Singapore,SGP,2021-10-12,9.1
Singapore,SGP,2021-10-13,9.46
Singapore,SGP,2021-10-14,9.78
Singapore,SGP,2021-10-15,10.33
Singapore,SGP,2021-10-16,10.75
Singapore,SGP,2021-10-17,10.96
Singapore,SGP,2021-10-18,11.26
Singapore,SGP,2021-10-19,11.6
Singapore,SGP,2021-10-20,11.87
Singapore,SGP,2021-10-21,12.2
Singapore,SGP,2021-10-22,12.68
Singapore,SGP,2021-10-23,13.02
Singapore,SGP,2021-10-24,13.21
Singapore,SGP,2021-10-25,13.49
Singapore,SGP,2021-10-26,13.88
Singapore,SGP,2021-10-27,14.16
Singapore,SGP,2021-10-28,14.5
Singapore,SGP,2021-10-29,15.1
Singapore,SGP,2021-10-30,15.55
Singapore,SGP,2021-10-31,15.83
Singapore,SGP,2021-11-01,16.17
Singapore,SGP,2021-11-02,16.59
Singapore,SGP,2021-11-03,16.88
Singapore,SGP,2021-11-04,16.89
Singapore,SGP,2021-11-05,17.44
Singapore,SGP,2021-11-06,17.88
Singapore,SGP,2021-11-07,18.15
Singapore,SGP,2021-11-08,18.48
Singapore,SGP,2021-11-09,18.92
Singapore,SGP,2021-11-10,19.3
Singapore,SGP,2021-11-11,19.67
Singapore,SGP,2021-11-12,20.2
Singapore,SGP,2021-11-13,20.67
Singapore,SGP,2021-11-14,20.98
Singapore,SGP,2021-11-15,21.32
Singapore,SGP,2021-11-16,21.71
Singapore,SGP,2021-11-17,22.02
Singapore,SGP,2021-11-18,22.34
Singapore,SGP,2021-11-19,22.82
Singapore,SGP,2021-11-20,23.26
Singapore,SGP,2021-11-21,23.58
Singapore,SGP,2021-11-22,23.91
Singapore,SGP,2021-11-23,24.21
Singapore,SGP,2021-11-24,24.47
Singapore,SGP,2021-11-25,24.73
Singapore,SGP,2021-11-26,25.2
Singapore,SGP,2021-11-27,25.63
Singapore,SGP,2021-11-28,25.89
Singapore,SGP,2021-11-29,26.17
Singapore,SGP,2021-11-30,26.57
Singapore,SGP,2021-12-01,26.85
Singapore,SGP,2021-12-02,27.1
Singapore,SGP,2021-12-03,27.52
Singapore,SGP,2021-12-04,27.92
Singapore,SGP,2021-12-05,28.19
Singapore,SGP,2021-12-06,28.49
Singapore,SGP,2021-12-07,28.85
Singapore,SGP,2021-12-08,29.14
Singapore,SGP,2021-12-09,29.4
Singapore,SGP,2021-12-10,29.84
Singapore,SGP,2021-12-11,30.24
Singapore,SGP,2021-12-12,30.5
Singapore,SGP,2021-12-13,30.82
Singapore,SGP,2021-12-14,31.29
Singapore,SGP,2021-12-15,31.66
Singapore,SGP,2021-12-16,32.06
Singapore,SGP,2021-12-17,32.54
Singapore,SGP,2021-12-18,33.01
Singapore,SGP,2021-12-19,33.37
Singapore,SGP,2021-12-20,33.9
Singapore,SGP,2021-12-21,34.46
Singapore,SGP,2021-12-22,35.06
Singapore,SGP,2021-12-23,35.72
Singapore,SGP,2021-12-24,36.14
Singapore,SGP,2021-12-25,36.15
Singapore,SGP,2021-12-26,36.93
Singapore,SGP,2021-12-27,37.69
Singapore,SGP,2021-12-28,38.54
Singapore,SGP,2021-12-29,39.34
Singapore,SGP,2021-12-30,40.14
Singapore,SGP,2021-12-31,40.58
Singapore,SGP,2022-01-01,40.58
Singapore,SGP,2022-01-02,41.34
Singapore,SGP,2022-01-03,42.05
Singapore,SGP,2022-01-04,42.73
Singapore,SGP,2022-01-05,43.38
Singapore,SGP,2022-01-06,44.13
Singapore,SGP,2022-01-07,45.06
Singapore,SGP,2022-01-08,45.97
Singapore,SGP,2022-01-09,46.73
Singapore,SGP,2022-01-10,47.49
Singapore,SGP,2022-01-11,48.15
Singapore,SGP,2022-01-12,48.77
Singapore,SGP,2022-01-13,49.41
Singapore,SGP,2022-01-14,50.23
Singapore,SGP,2022-01-15,51.01
Singapore,SGP,2022-01-16,51.59
Singapore,SGP,2022-01-17,52.16
Singapore,SGP,2022-01-18,52.62
Singapore,SGP,2022-01-19,53.06
Singapore,SGP,2022-01-20,53.51
Singapore,SGP,2022-01-21,54.1
Singapore,SGP,2022-01-22,54.63
Singapore,SGP,2022-01-23,54.99
Singapore,SGP,2022-01-24,55.49
Singapore,SGP,2022-01-25,55.93
Singapore,SGP,2022-01-26,56.31
Singapore,SGP,2022-01-27,56.68
Singapore,SGP,2022-01-28,57.19
Singapore,SGP,2022-01-29,57.61
Singapore,SGP,2022-01-30,57.89
Singapore,SGP,2022-01-31,58.07
Singapore,SGP,2022-02-01,58.07
Singapore,SGP,2022-02-02,58.08
Singapore,SGP,2022-02-03,58.46
Singapore,SGP,2022-02-04,58.95
Singapore,SGP,2022-02-05,59.38
Singapore,SGP,2022-02-06,59.7
Singapore,SGP,2022-02-07,60.11
Singapore,SGP,2022-02-08,60.52
Singapore,SGP,2022-02-09,60.94
Singapore,SGP,2022-02-10,61.4
Singapore,SGP,2022-02-11,61.99
Singapore,SGP,2022-02-12,62.54
Singapore,SGP,2022-02-13,62.99
Singapore,SGP,2022-02-14,63.41
Singapore,SGP,2022-02-15,63.69
Singapore,SGP,2022-02-16,63.98
Singapore,SGP,2022-02-17,64.26
Singapore,SGP,2022-02-18,64.69
Singapore,SGP,2022-02-19,65.08
Singapore,SGP,2022-02-20,65.34
Singapore,SGP,2022-02-21,65.58
Singapore,SGP,2022-02-22,65.77
Singapore,SGP,2022-02-23,65.96
Singapore,SGP,2022-02-24,66.16
Singapore,SGP,2022-02-25,66.47
Singapore,SGP,2022-02-26,66.78
Singapore,SGP,2022-02-27,66.95
Singapore,SGP,2022-02-28,67.15
Singapore,SGP,2022-03-01,67.3
Singapore,SGP,2022-03-02,67.43
Singapore,SGP,2022-03-03,67.58
Singapore,SGP,2022-03-04,67.8
Singapore,SGP,2022-03-05,68.02
Singapore,SGP,2022-03-06,68.15
Singapore,SGP,2022-03-07,68.29
Singapore,SGP,2022-03-08,68.4
Singapore,SGP,2022-03-09,68.51
Singapore,SGP,2022-03-10,68.62
Singapore,SGP,2022-03-11,68.81
Singapore,SGP,2022-03-12,69
Singapore,SGP,2022-03-13,69.13
Singapore,SGP,2022-03-14,69.26
Singapore,SGP,2022-03-15,69.38
Singapore,SGP,2022-03-16,69.49
Singapore,SGP,2022-03-17,69.6
Singapore,SGP,2022-03-18,69.75
Singapore,SGP,2022-03-19,69.87
Singapore,SGP,2022-03-20,69.95
Singapore,SGP,2022-03-21,70.04
Singapore,SGP,2022-03-22,70.11
Singapore,SGP,2022-03-23,70.18
Singapore,SGP,2022-03-24,70.26
Singapore,SGP,2022-03-25,70.39
Singapore,SGP,2022-03-26,70.52
Singapore,SGP,2022-03-27,70.6
Singapore,SGP,2022-03-28,70.7
Singapore,SGP,2022-03-29,70.78
Singapore,SGP,2022-03-30,70.86
Singapore,SGP,2022-03-31,70.95
Singapore,SGP,2022-04-01,71.06
Singapore,SGP,2022-04-02,71.16
Singapore,SGP,2022-04-03,71.23
Singapore,SGP,2022-04-04,71.31
Singapore,SGP,2022-04-05,71.38
Singapore,SGP,2022-04-06,71.44
Singapore,SGP,2022-04-07,71.51
Singapore,SGP,2022-04-08,71.61
Singapore,SGP,2022-04-09,71.71
Singapore,SGP,2022-04-10,71.78
Singapore,SGP,2022-04-11,71.86
Singapore,SGP,2022-04-12,71.92
Singapore,SGP,2022-04-13,71.99
Singapore,SGP,2022-04-14,72.06
Singapore,SGP,2022-04-15,72.07
Singapore,SGP,2022-04-16,72.19
Singapore,SGP,2022-04-17,72.26
Singapore,SGP,2022-04-18,72.33
Singapore,SGP,2022-04-19,72.39
Singapore,SGP,2022-04-20,72.45
Singapore,SGP,2022-04-21,72.51
Singapore,SGP,2022-04-22,72.61
Singapore,SGP,2022-04-23,72.7
Singapore,SGP,2022-04-24,72.77
Singapore,SGP,2022-04-25,72.84
Singapore,SGP,2022-04-26,72.9
Singapore,SGP,2022-04-27,72.96
Singapore,SGP,2022-04-28,73.02
Singapore,SGP,2022-04-29,73.13
Singapore,SGP,2022-04-30,73.27
Singapore,SGP,2022-05-01,73.27
Singapore,SGP,2022-05-10,73.95
Singapore,SGP,2022-05-11,74.01
Singapore,SGP,2022-05-17,74.46
Singapore,SGP,2022-05-18,74.53
Singapore,SGP,2022-05-19,74.6
Singapore,SGP,2022-05-20,74.69
Singapore,SGP,2022-05-21,74.78
Singapore,SGP,2022-05-22,74.85
Singapore,SGP,2022-05-23,74.91
Sint Maarten (Dutch part),SXM,2022-03-25,18.65
Sint Maarten (Dutch part),SXM,2022-05-13,21.56
Slovakia,SVK,2021-01-03,0
Slovakia,SVK,2021-01-10,0
Slovakia,SVK,2021-01-17,0
Slovakia,SVK,2021-01-24,0
Slovakia,SVK,2021-01-31,0
Slovakia,SVK,2021-02-07,0
Slovakia,SVK,2021-02-14,0
Slovakia,SVK,2021-02-21,0
Slovakia,SVK,2021-02-28,0
Slovakia,SVK,2021-03-07,0
Slovakia,SVK,2021-03-14,0
Slovakia,SVK,2021-03-21,0
Slovakia,SVK,2021-03-28,0
Slovakia,SVK,2021-04-04,0
Slovakia,SVK,2021-04-11,0
Slovakia,SVK,2021-04-18,0
Slovakia,SVK,2021-04-25,0
Slovakia,SVK,2021-05-02,0
Slovakia,SVK,2021-05-09,0
Slovakia,SVK,2021-05-16,0
Slovakia,SVK,2021-05-23,0
Slovakia,SVK,2021-05-30,0
Slovakia,SVK,2021-06-06,0
Slovakia,SVK,2021-06-13,0
Slovakia,SVK,2021-06-20,0
Slovakia,SVK,2021-06-27,0
Slovakia,SVK,2021-07-04,0
Slovakia,SVK,2021-07-11,0
Slovakia,SVK,2021-07-18,0
Slovakia,SVK,2021-07-25,0
Slovakia,SVK,2021-08-01,0
Slovakia,SVK,2021-08-08,0
Slovakia,SVK,2021-08-15,0
Slovakia,SVK,2021-08-22,0
Slovakia,SVK,2021-08-29,0
Slovakia,SVK,2021-09-05,0
Slovakia,SVK,2021-09-12,0
Slovakia,SVK,2021-09-19,0
Slovakia,SVK,2021-09-26,0
Slovakia,SVK,2021-10-03,0
Slovakia,SVK,2021-10-10,0.01
Slovakia,SVK,2021-10-17,0.36
Slovakia,SVK,2021-10-24,1.07
Slovakia,SVK,2021-10-31,2.38
Slovakia,SVK,2021-11-07,4.1
Slovakia,SVK,2021-11-14,5.73
Slovakia,SVK,2021-11-21,7.71
Slovakia,SVK,2021-11-28,9.81
Slovakia,SVK,2021-12-05,12.46
Slovakia,SVK,2021-12-12,15.94
Slovakia,SVK,2021-12-19,17.87
Slovakia,SVK,2021-12-26,20.07
Slovakia,SVK,2022-01-02,22.78
Slovakia,SVK,2022-01-09,25.24
Slovakia,SVK,2022-01-16,27.16
Slovakia,SVK,2022-01-23,28.48
Slovakia,SVK,2022-01-30,29.06
Slovakia,SVK,2022-02-06,29.4
Slovakia,SVK,2022-02-13,29.63
Slovakia,SVK,2022-02-20,29.77
Slovakia,SVK,2022-02-27,29.85
Slovakia,SVK,2022-03-06,29.92
Slovakia,SVK,2022-03-13,29.99
Slovakia,SVK,2022-03-20,30.05
Slovakia,SVK,2022-03-27,30.1
Slovakia,SVK,2022-04-03,30.15
Slovakia,SVK,2022-04-10,30.17
Slovakia,SVK,2022-04-17,30.2
Slovakia,SVK,2022-04-24,30.22
Slovakia,SVK,2022-05-01,30.25
Slovakia,SVK,2022-05-08,30.26
Slovakia,SVK,2022-05-15,30.28
Slovakia,SVK,2022-05-22,30.28
Slovenia,SVN,2021-07-01,0
Slovenia,SVN,2021-07-02,0
Slovenia,SVN,2021-07-03,0
Slovenia,SVN,2021-07-04,0
Slovenia,SVN,2021-07-05,0
Slovenia,SVN,2021-07-06,0
Slovenia,SVN,2021-07-07,0
Slovenia,SVN,2021-07-08,0
Slovenia,SVN,2021-07-09,0
Slovenia,SVN,2021-07-10,0
Slovenia,SVN,2021-07-11,0
Slovenia,SVN,2021-07-12,0
Slovenia,SVN,2021-07-13,0
Slovenia,SVN,2021-07-14,0
Slovenia,SVN,2021-07-15,0
Slovenia,SVN,2021-07-16,0
Slovenia,SVN,2021-07-17,0
Slovenia,SVN,2021-07-18,0
Slovenia,SVN,2021-07-19,0
Slovenia,SVN,2021-07-20,0
Slovenia,SVN,2021-07-21,0
Slovenia,SVN,2021-07-22,0
Slovenia,SVN,2021-07-23,0
Slovenia,SVN,2021-07-24,0
Slovenia,SVN,2021-07-25,0
Slovenia,SVN,2021-07-26,0
Slovenia,SVN,2021-07-27,0
Slovenia,SVN,2021-07-28,0
Slovenia,SVN,2021-07-29,0
Slovenia,SVN,2021-07-30,0
Slovenia,SVN,2021-07-31,0
Slovenia,SVN,2021-08-01,0
Slovenia,SVN,2021-08-02,0
Slovenia,SVN,2021-08-03,0
Slovenia,SVN,2021-08-04,0
Slovenia,SVN,2021-08-05,0
Slovenia,SVN,2021-08-06,0
Slovenia,SVN,2021-08-07,0
Slovenia,SVN,2021-08-08,0
Slovenia,SVN,2021-08-09,0
Slovenia,SVN,2021-08-10,0
Slovenia,SVN,2021-08-11,0
Slovenia,SVN,2021-08-12,0
Slovenia,SVN,2021-08-13,0
Slovenia,SVN,2021-08-14,0
Slovenia,SVN,2021-08-15,0
Slovenia,SVN,2021-08-16,0.01
Slovenia,SVN,2021-08-17,0.01
Slovenia,SVN,2021-08-18,0.01
Slovenia,SVN,2021-08-19,0.01
Slovenia,SVN,2021-08-20,0.01
Slovenia,SVN,2021-08-21,0.01
Slovenia,SVN,2021-08-22,0.01
Slovenia,SVN,2021-08-23,0.01
Slovenia,SVN,2021-08-24,0.01
Slovenia,SVN,2021-08-25,0.01
Slovenia,SVN,2021-08-26,0.01
Slovenia,SVN,2021-08-27,0.01
Slovenia,SVN,2021-08-28,0.01
Slovenia,SVN,2021-08-29,0.01
Slovenia,SVN,2021-08-30,0.01
Slovenia,SVN,2021-08-31,0.01
Slovenia,SVN,2021-09-01,0.01
Slovenia,SVN,2021-09-02,0.01
Slovenia,SVN,2021-09-03,0.01
Slovenia,SVN,2021-09-04,0.01
Slovenia,SVN,2021-09-06,0.02
Slovenia,SVN,2021-09-07,0.03
Slovenia,SVN,2021-09-08,0.05
Slovenia,SVN,2021-09-09,0.1
Slovenia,SVN,2021-09-10,0.13
Slovenia,SVN,2021-09-11,0.14
Slovenia,SVN,2021-09-12,0.14
Slovenia,SVN,2021-09-13,0.16
Slovenia,SVN,2021-09-14,0.21
Slovenia,SVN,2021-09-15,0.27
Slovenia,SVN,2021-09-16,0.37
Slovenia,SVN,2021-09-17,0.46
